Source,Source_label,Target,Target_label,Trade.Flow,Weight,Year
724,Spain,36,Australia,Export,18205,2015
348,Hungary,56,Belgium,Export,18179,2015
484,Mexico,320,Guatemala,Export,18141,2015
251,France,120,Cameroon,Export,18118,2015
348,Hungary,156,China,Export,17968,2015
381,Italy,579,Norway,Export,17942,2015
616,Poland,757,Switzerland,Export,17845,2015
124,Canada,381,Italy,Export,17816,2015
826,United Kingdom,490,"Other Asia, nes",Export,17730,2015
752,Sweden,392,Japan,Export,17725,2015
276,Germany,428,Latvia,Export,17706,2015
442,Luxembourg,251,France,Export,17675,2015
484,Mexico,757,Switzerland,Export,17631,2015
124,Canada,76,Brazil,Export,17609,2015
620,Portugal,381,Italy,Export,17589,2015
757,Switzerland,458,Malaysia,Export,17545,2015
642,Romania,724,Spain,Export,17544,2015
276,Germany,233,Estonia,Export,17503,2015
381,Italy,688,Serbia,Export,17340,2015
381,Italy,470,Malta,Export,17324,2015
246,Finland,233,Estonia,Export,17253,2015
36,Australia,528,Netherlands,Export,17242,2015
191,Croatia,381,Italy,Export,17199,2015
251,France,704,Viet Nam,Export,17195,2015
251,France,566,Nigeria,Export,17157,2015
842,USA,348,Hungary,Export,17143,2015
246,Finland,579,Norway,Export,17105,2015
251,France,32,Argentina,Export,17084,2015
348,Hungary,643,Russian Federation,Export,17079,2015
842,USA,388,Jamaica,Export,17059,2015
752,Sweden,643,Russian Federation,Export,17023,2015
208,Denmark,724,Spain,Export,17003,2015
792,Turkey,100,Bulgaria,Export,16761,2015
392,Japan,586,Pakistan,Export,16756,2015
100,Bulgaria,300,Greece,Export,16749,2015
392,Japan,152,Chile,Export,16721,2015
703,Slovakia,642,Romania,Export,16558,2015
152,Chile,528,Netherlands,Export,16545,2015
392,Japan,616,Poland,Export,16536,2015
348,Hungary,191,Croatia,Export,16521,2015
484,Mexico,604,Peru,Export,16507,2015
381,Italy,434,Libya,Export,16493,2015
484,Mexico,381,Italy,Export,16468,2015
246,Finland,251,France,Export,16415,2015
251,France,384,C衰te d'Ivoire,Export,16401,2015
344,"China, Hong Kong SAR",643,Russian Federation,Export,16374,2015
152,Chile,604,Peru,Export,16358,2015
36,Australia,682,Saudi Arabia,Export,16307,2015
703,Slovakia,842,USA,Export,16298,2015
381,Italy,504,Morocco,Export,16289,2015
642,Romania,616,Poland,Export,16246,2015
826,United Kingdom,566,Nigeria,Export,16210,2015
724,Spain,208,Denmark,Export,16206,2015
703,Slovakia,643,Russian Federation,Export,16202,2015
757,Switzerland,203,Czech Rep.,Export,16189,2015
579,Norway,724,Spain,Export,16159,2015
392,Japan,584,Marshall Isds,Export,16107,2015
842,USA,504,Morocco,Export,16084,2015
752,Sweden,757,Switzerland,Export,16079,2015
458,Malaysia,484,Mexico,Export,16063,2015
442,Luxembourg,56,Belgium,Export,16062,2015
246,Finland,56,Belgium,Export,16017,2015
724,Spain,372,Ireland,Export,16014,2015
484,Mexico,56,Belgium,Export,15958,2015
381,Italy,246,Finland,Export,15914,2015
826,United Kingdom,376,Israel,Export,15878,2015
124,Canada,784,United Arab Emirates,Export,15822,2015
344,"China, Hong Kong SAR",348,Hungary,Export,15775,2015
191,Croatia,705,Slovenia,Export,15760,2015
842,USA,246,Finland,Export,15724,2015
300,Greece,196,Cyprus,Export,15665,2015
616,Poland,428,Latvia,Export,15592,2015
842,USA,231,Ethiopia,Export,15547,2015
757,Switzerland,752,Sweden,Export,15470,2015
372,Ireland,484,Mexico,Export,15466,2015
392,Japan,634,Qatar,Export,15458,2015
826,United Kingdom,818,Egypt,Export,15452,2015
276,Germany,788,Tunisia,Export,15365,2015
246,Finland,616,Poland,Export,15359,2015
642,Romania,528,Netherlands,Export,15350,2015
579,Norway,372,Ireland,Export,15332,2015
724,Spain,124,Canada,Export,15257,2015
792,Turkey,760,Syria,Export,15226,2015
642,Romania,40,Austria,Export,15193,2015
724,Spain,348,Hungary,Export,15192,2015
724,Spain,818,Egypt,Export,15169,2015
724,Spain,152,Chile,Export,15169,2015
642,Romania,203,Czech Rep.,Export,15154,2015
757,Switzerland,484,Mexico,Export,15134,2015
203,Czech Rep.,208,Denmark,Export,15105,2015
752,Sweden,792,Turkey,Export,15061,2015
842,USA,600,Paraguay,Export,15035,2015
251,France,178,Congo,Export,15034,2015
826,United Kingdom,642,Romania,Export,15027,2015
458,Malaysia,251,France,Export,14988,2015
484,Mexico,32,Argentina,Export,14971,2015
152,Chile,490,"Other Asia, nes",Export,14836,2015
724,Spain,376,Israel,Export,14830,2015
124,Canada,36,Australia,Export,14788,2015
276,Germany,414,Kuwait,Export,14706,2015
616,Poland,246,Finland,Export,14632,2015
724,Spain,32,Argentina,Export,14625,2015
124,Canada,579,Norway,Export,14621,2015
344,"China, Hong Kong SAR",50,Bangladesh,Export,14579,2015
191,Croatia,276,Germany,Export,14522,2015
392,Japan,348,Hungary,Export,14468,2015
276,Germany,112,Belarus,Export,14416,2015
348,Hungary,688,Serbia,Export,14383,2015
381,Italy,8,Albania,Export,14334,2015
276,Germany,398,Kazakhstan,Export,14302,2015
724,Spain,710,South Africa,Export,14223,2015
124,Canada,360,Indonesia,Export,14201,2015
792,Turkey,434,Libya,Export,14201,2015
300,Greece,100,Bulgaria,Export,14117,2015
251,France,266,Gabon,Export,14056,2015
842,USA,442,Luxembourg,Export,14028,2015
792,Turkey,300,Greece,Export,14006,2015
381,Italy,372,Ireland,Export,14002,2015
348,Hungary,804,Ukraine,Export,13988,2015
724,Spain,100,Bulgaria,Export,13973,2015
724,Spain,699,India,Export,13964,2015
300,Greece,842,USA,Export,13845,2015
251,France,414,Kuwait,Export,13828,2015
381,Italy,764,Thailand,Export,13819,2015
579,Norway,702,Singapore,Export,13804,2015
381,Italy,490,"Other Asia, nes",Export,13786,2015
392,Japan,50,Bangladesh,Export,13748,2015
842,USA,400,Jordan,Export,13679,2015
208,Denmark,392,Japan,Export,13632,2015
246,Finland,381,Italy,Export,13600,2015
440,Lithuania,233,Estonia,Export,13582,2015
752,Sweden,36,Australia,Export,13573,2015
826,United Kingdom,300,Greece,Export,13525,2015
233,Estonia,643,Russian Federation,Export,13479,2015
152,Chile,724,Spain,Export,13474,2015
152,Chile,484,Mexico,Export,13440,2015
381,Italy,364,Iran,Export,13418,2015
792,Turkey,504,Morocco,Export,13376,2015
392,Japan,752,Sweden,Export,13374,2015
616,Poland,112,Belarus,Export,13330,2015
233,Estonia,428,Latvia,Export,13288,2015
372,Ireland,616,Poland,Export,13218,2015
381,Italy,422,Lebanon,Export,13174,2015
705,Slovenia,251,France,Export,13127,2015
344,"China, Hong Kong SAR",76,Brazil,Export,13123,2015
842,USA,858,Uruguay,Export,13019,2015
392,Japan,818,Egypt,Export,12844,2015
36,Australia,598,Papua New Guinea,Export,12806,2015
381,Italy,837,Bunkers,Export,12775,2015
842,USA,48,Bahrain,Export,12741,2015
251,France,422,Lebanon,Export,12624,2015
620,Portugal,56,Belgium,Export,12608,2015
842,USA,558,Nicaragua,Export,12565,2015
842,USA,422,Lebanon,Export,12563,2015
208,Denmark,344,"China, Hong Kong SAR",Export,12533,2015
191,Croatia,70,Bosnia Herzegovina,Export,12532,2015
208,Denmark,56,Belgium,Export,12467,2015
579,Norway,392,Japan,Export,12433,2015
152,Chile,124,Canada,Export,12411,2015
320,Guatemala,222,El Salvador,Export,12398,2015
616,Poland,124,Canada,Export,12395,2015
251,France,686,Senegal,Export,12366,2015
152,Chile,68,Bolivia (Plurinational State of),Export,12348,2015
703,Slovakia,757,Switzerland,Export,12322,2015
752,Sweden,699,India,Export,12322,2015
352,Iceland,528,Netherlands,Export,12307,2015
381,Italy,360,Indonesia,Export,12300,2015
348,Hungary,752,Sweden,Export,12292,2015
752,Sweden,682,Saudi Arabia,Export,12259,2015
484,Mexico,862,Venezuela,Export,12218,2015
724,Spain,292,Gibraltar,Export,12209,2015
381,Italy,292,Gibraltar,Export,12200,2015
381,Italy,704,Viet Nam,Export,12179,2015
752,Sweden,40,Austria,Export,12089,2015
276,Germany,554,New Zealand,Export,12027,2015
792,Turkey,752,Sweden,Export,11890,2015
381,Italy,32,Argentina,Export,11791,2015
276,Germany,566,Nigeria,Export,11738,2015
300,Greece,826,United Kingdom,Export,11730,2015
440,Lithuania,112,Belarus,Export,11713,2015
124,Canada,702,Singapore,Export,11712,2015
344,"China, Hong Kong SAR",616,Poland,Export,11696,2015
392,Japan,144,Sri Lanka,Export,11696,2015
392,Japan,376,Israel,Export,11690,2015
642,Romania,842,USA,Export,11659,2015
554,New Zealand,826,United Kingdom,Export,11651,2015
842,USA,24,Angola,Export,11635,2015
36,Australia,608,Philippines,Export,11617,2015
36,Australia,124,Canada,Export,11615,2015
757,Switzerland,376,Israel,Export,11589,2015
300,Greece,818,Egypt,Export,11587,2015
842,USA,533,Aruba,Export,11546,2015
251,France,44,Bahamas,Export,11461,2015
842,USA,332,Haiti,Export,11440,2015
579,Norway,246,Finland,Export,11438,2015
124,Canada,490,"Other Asia, nes",Export,11437,2015
36,Australia,837,Bunkers,Export,11407,2015
440,Lithuania,826,United Kingdom,Export,11396,2015
276,Germany,368,Iraq,Export,11389,2015
276,Germany,586,Pakistan,Export,11351,2015
703,Slovakia,156,China,Export,11306,2015
757,Switzerland,348,Hungary,Export,11287,2015
752,Sweden,410,Rep. of Korea,Export,11268,2015
440,Lithuania,842,USA,Export,11248,2015
703,Slovakia,752,Sweden,Export,11227,2015
792,Turkey,804,Ukraine,Export,11214,2015
36,Australia,276,Germany,Export,11208,2015
604,Peru,392,Japan,Export,11186,2015
616,Poland,233,Estonia,Export,11115,2015
251,France,398,Kazakhstan,Export,11102,2015
792,Turkey,268,Georgia,Export,11090,2015
372,Ireland,682,Saudi Arabia,Export,11079,2015
392,Japan,372,Ireland,Export,11060,2015
642,Romania,643,Russian Federation,Export,11024,2015
152,Chile,381,Italy,Export,11016,2015
381,Italy,634,Qatar,Export,10935,2015
642,Romania,56,Belgium,Export,10922,2015
554,New Zealand,410,Rep. of Korea,Export,10916,2015
604,Peru,724,Spain,Export,10890,2015
100,Bulgaria,251,France,Export,10823,2015
604,Peru,410,Rep. of Korea,Export,10777,2015
604,Peru,76,Brazil,Export,10718,2015
724,Spain,192,Cuba,Export,10697,2015
604,Peru,152,Chile,Export,10691,2015
642,Romania,703,Slovakia,Export,10681,2015
381,Italy,152,Chile,Export,10664,2015
392,Japan,104,Myanmar,Export,10655,2015
392,Japan,203,Czech Rep.,Export,10619,2015
381,Italy,458,Malaysia,Export,10616,2015
458,Malaysia,586,Pakistan,Export,10581,2015
348,Hungary,100,Bulgaria,Export,10571,2015
752,Sweden,233,Estonia,Export,10517,2015
724,Spain,579,Norway,Export,10509,2015
484,Mexico,36,Australia,Export,10505,2015
752,Sweden,124,Canada,Export,10489,2015
276,Germany,512,Oman,Export,10478,2015
484,Mexico,591,Panama,Export,10429,2015
752,Sweden,203,Czech Rep.,Export,10419,2015
392,Japan,40,Austria,Export,10337,2015
458,Malaysia,554,New Zealand,Export,10310,2015
372,Ireland,36,Australia,Export,10258,2015
792,Turkey,40,Austria,Export,10246,2015
440,Lithuania,528,Netherlands,Export,10237,2015
344,"China, Hong Kong SAR",116,Cambodia,Export,10235,2015
344,"China, Hong Kong SAR",792,Turkey,Export,10234,2015
724,Spain,246,Finland,Export,10179,2015
381,Italy,368,Iraq,Export,10165,2015
826,United Kingdom,31,Azerbaijan,Export,10154,2015
251,France,144,Sri Lanka,Export,10132,2015
440,Lithuania,752,Sweden,Export,10130,2015
757,Switzerland,372,Ireland,Export,10128,2015
246,Finland,208,Denmark,Export,10106,2015
392,Japan,44,Bahamas,Export,10092,2015
620,Portugal,837,Bunkers,Export,10071,2015
344,"China, Hong Kong SAR",710,South Africa,Export,10043,2015
381,Italy,804,Ukraine,Export,10022,2015
458,Malaysia,50,Bangladesh,Export,10008,2015
246,Finland,392,Japan,Export,10006,2015
251,France,608,Philippines,Export,10003,2015
703,Slovakia,56,Belgium,Export,9978,2015
348,Hungary,705,Slovenia,Export,9936,2015
757,Switzerland,634,Qatar,Export,9891,2015
372,Ireland,124,Canada,Export,9883,2015
724,Spain,170,Colombia,Export,9832,2015
458,Malaysia,792,Turkey,Export,9752,2015
246,Finland,724,Spain,Export,9739,2015
372,Ireland,752,Sweden,Export,9679,2015
392,Japan,170,Colombia,Export,9659,2015
372,Ireland,376,Israel,Export,9657,2015
484,Mexico,188,Costa Rica,Export,9645,2015
458,Malaysia,56,Belgium,Export,9618,2015
724,Spain,344,"China, Hong Kong SAR",Export,9609,2015
392,Japan,579,Norway,Export,9566,2015
251,France,170,Colombia,Export,9562,2015
616,Poland,100,Bulgaria,Export,9541,2015
842,USA,50,Bangladesh,Export,9481,2015
100,Bulgaria,56,Belgium,Export,9466,2015
757,Switzerland,364,Iran,Export,9457,2015
484,Mexico,558,Nicaragua,Export,9420,2015
842,USA,620,Portugal,Export,9398,2015
276,Germany,807,TFYR of Macedonia,Export,9369,2015
842,USA,404,Kenya,Export,9368,2015
276,Germany,422,Lebanon,Export,9366,2015
276,Germany,604,Peru,Export,9363,2015
124,Canada,682,Saudi Arabia,Export,9359,2015
458,Malaysia,381,Italy,Export,9334,2015
757,Switzerland,818,Egypt,Export,9329,2015
251,France,258,French Polynesia,Export,9325,2015
620,Portugal,156,China,Export,9309,2015
344,"China, Hong Kong SAR",682,Saudi Arabia,Export,9281,2015
124,Canada,757,Switzerland,Export,9269,2015
392,Japan,404,Kenya,Export,9263,2015
348,Hungary,757,Switzerland,Export,9258,2015
36,Australia,710,South Africa,Export,9244,2015
344,"China, Hong Kong SAR",32,Argentina,Export,9244,2015
276,Germany,400,Jordan,Export,9242,2015
705,Slovenia,688,Serbia,Export,9240,2015
276,Germany,70,Bosnia Herzegovina,Export,9187,2015
604,Peru,276,Germany,Export,9104,2015
842,USA,68,Bolivia (Plurinational State of),Export,9100,2015
705,Slovenia,616,Poland,Export,9059,2015
703,Slovakia,792,Turkey,Export,9053,2015
251,France,540,New Caledonia,Export,9050,2015
36,Australia,56,Belgium,Export,9047,2015
320,Guatemala,340,Honduras,Export,9034,2015
792,Turkey,208,Denmark,Export,9019,2015
344,"China, Hong Kong SAR",752,Sweden,Export,8970,2015
757,Switzerland,208,Denmark,Export,8958,2015
579,Norway,381,Italy,Export,8953,2015
208,Denmark,410,Rep. of Korea,Export,8946,2015
203,Czech Rep.,392,Japan,Export,8899,2015
724,Spain,20,Andorra,Export,8884,2015
842,USA,288,Ghana,Export,8872,2015
392,Japan,48,Bahrain,Export,8870,2015
344,"China, Hong Kong SAR",203,Czech Rep.,Export,8864,2015
826,United Kingdom,414,Kuwait,Export,8849,2015
124,Canada,724,Spain,Export,8849,2015
705,Slovenia,643,Russian Federation,Export,8838,2015
124,Canada,792,Turkey,Export,8817,2015
757,Switzerland,32,Argentina,Export,8804,2015
251,France,48,Bahrain,Export,8791,2015
458,Malaysia,682,Saudi Arabia,Export,8783,2015
724,Spain,703,Slovakia,Export,8718,2015
251,France,352,Iceland,Export,8711,2015
604,Peru,170,Colombia,Export,8707,2015
604,Peru,528,Netherlands,Export,8704,2015
616,Poland,702,Singapore,Export,8702,2015
251,France,804,Ukraine,Export,8688,2015
752,Sweden,440,Lithuania,Export,8644,2015
381,Italy,398,Kazakhstan,Export,8640,2015
392,Japan,430,Liberia,Export,8639,2015
826,United Kingdom,554,New Zealand,Export,8629,2015
381,Italy,414,Kuwait,Export,8609,2015
842,USA,804,Ukraine,Export,8596,2015
36,Australia,76,Brazil,Export,8579,2015
36,Australia,251,France,Export,8569,2015
300,Greece,422,Lebanon,Export,8492,2015
381,Italy,440,Lithuania,Export,8472,2015
251,France,100,Bulgaria,Export,8435,2015
752,Sweden,76,Brazil,Export,8433,2015
191,Croatia,40,Austria,Export,8374,2015
246,Finland,792,Turkey,Export,8359,2015
792,Turkey,400,Jordan,Export,8348,2015
757,Switzerland,300,Greece,Export,8306,2015
616,Poland,44,Bahamas,Export,8303,2015
616,Poland,300,Greece,Export,8279,2015
724,Spain,458,Malaysia,Export,8279,2015
757,Switzerland,620,Portugal,Export,8277,2015
348,Hungary,392,Japan,Export,8263,2015
251,France,554,New Zealand,Export,8251,2015
757,Switzerland,579,Norway,Export,8222,2015
152,Chile,276,Germany,Export,8214,2015
300,Greece,682,Saudi Arabia,Export,8202,2015
642,Romania,498,Rep. of Moldova,Export,8196,2015
792,Turkey,788,Tunisia,Export,8191,2015
752,Sweden,710,South Africa,Export,8154,2015
724,Spain,788,Tunisia,Export,8147,2015
251,France,434,Libya,Export,8139,2015
792,Turkey,705,Slovenia,Export,8105,2015
826,United Kingdom,807,TFYR of Macedonia,Export,8101,2015
251,France,705,Slovenia,Export,8095,2015
152,Chile,32,Argentina,Export,8074,2015
208,Denmark,36,Australia,Export,8033,2015
152,Chile,251,France,Export,8023,2015
203,Czech Rep.,246,Finland,Export,8010,2015
381,Italy,566,Nigeria,Export,8002,2015
344,"China, Hong Kong SAR",566,Nigeria,Export,8002,2015
458,Malaysia,76,Brazil,Export,8001,2015
392,Japan,32,Argentina,Export,7993,2015
642,Romania,300,Greece,Export,7989,2015
203,Czech Rep.,100,Bulgaria,Export,7962,2015
203,Czech Rep.,784,United Arab Emirates,Export,7930,2015
208,Denmark,757,Switzerland,Export,7921,2015
392,Japan,604,Peru,Export,7908,2015
826,United Kingdom,586,Pakistan,Export,7882,2015
458,Malaysia,104,Myanmar,Export,7867,2015
152,Chile,170,Colombia,Export,7867,2015
642,Romania,818,Egypt,Export,7848,2015
276,Germany,31,Azerbaijan,Export,7822,2015
458,Malaysia,124,Canada,Export,7822,2015
752,Sweden,784,United Arab Emirates,Export,7807,2015
276,Germany,470,Malta,Export,7801,2015
300,Greece,642,Romania,Export,7788,2015
616,Poland,784,United Arab Emirates,Export,7781,2015
554,New Zealand,490,"Other Asia, nes",Export,7769,2015
246,Finland,410,Rep. of Korea,Export,7763,2015
705,Slovenia,348,Hungary,Export,7732,2015
792,Turkey,203,Czech Rep.,Export,7686,2015
251,France,152,Chile,Export,7683,2015
484,Mexico,344,"China, Hong Kong SAR",Export,7675,2015
458,Malaysia,710,South Africa,Export,7652,2015
300,Greece,724,Spain,Export,7635,2015
208,Denmark,643,Russian Federation,Export,7618,2015
222,El Salvador,340,Honduras,Export,7606,2015
579,Norway,124,Canada,Export,7588,2015
724,Spain,899,"Areas, nes",Export,7575,2015
620,Portugal,504,Morocco,Export,7571,2015
842,USA,642,Romania,Export,7544,2015
554,New Zealand,702,Singapore,Export,7533,2015
616,Poland,620,Portugal,Export,7530,2015
233,Estonia,440,Lithuania,Export,7510,2015
792,Turkey,398,Kazakhstan,Export,7502,2015
616,Poland,688,Serbia,Export,7474,2015
222,El Salvador,320,Guatemala,Export,7430,2015
124,Canada,470,Malta,Export,7428,2015
152,Chile,56,Belgium,Export,7425,2015
484,Mexico,214,Dominican Rep.,Export,7424,2015
381,Italy,400,Jordan,Export,7387,2015
757,Switzerland,400,Jordan,Export,7377,2015
792,Turkey,688,Serbia,Export,7333,2015
826,United Kingdom,504,Morocco,Export,7327,2015
752,Sweden,702,Singapore,Export,7321,2015
842,USA,534,Saint Maarten,Export,7318,2015
251,France,586,Pakistan,Export,7311,2015
381,Italy,31,Azerbaijan,Export,7308,2015
842,USA,300,Greece,Export,7295,2015
251,France,24,Angola,Export,7276,2015
642,Romania,688,Serbia,Export,7259,2015
300,Greece,251,France,Export,7248,2015
381,Italy,604,Peru,Export,7236,2015
792,Turkey,422,Lebanon,Export,7226,2015
381,Italy,512,Oman,Export,7217,2015
752,Sweden,818,Egypt,Export,7179,2015
826,United Kingdom,292,Gibraltar,Export,7167,2015
276,Germany,50,Bangladesh,Export,7132,2015
752,Sweden,620,Portugal,Export,7124,2015
792,Turkey,348,Hungary,Export,7118,2015
